Content ID,Question ID,Flag type,Original value,Cleaned value,Note
1951659746303377415,Q3,normalized multi-select formatting,"Commentary/reaction content, motivational/self-help content","Motivational/self-help content, Commentary/reaction content",Standardized separators/case/order/exact labels
1951659746303377415,Q7,normalized multi-select formatting,"Men need to dominate/lead, other","Men need to dominate/lead, Other",Standardized separators/case/order/exact labels
1951659746303377415,Q8,normalized multi-select formatting,"Men's behavior, other","Men's behavior, Other",Standardized separators/case/order/exact labels
1951659746303377415,Q9,normalized multi-select formatting,"More self-discipline/fitness, more equality/respect for men","More self-discipline/fitness, More equality/respect for men",Standardized separators/case/order/exact labels
1951659746303377415,Q10,normalized multi-select formatting,"Commentary/opinion, advice/instruction","Advice/instruction, Commentary/opinion",Standardized separators/case/order/exact labels
1951659746303377415,Q11,normalized multi-select formatting,"Entertainment/escapism, self expression/identity construction","Entertainment/escapism, Self expression/identity construction",Standardized separators/case/order/exact labels
1951659746303377415,Q7A,shortened other specify,Men need to pass through the prescribed life stages instead of being stuck in boyhood,Men need to pass through,Prompt requests 1-5 words
1954860355793953085,Q2,normalized multi-select formatting,"Dating/marriage, gender issues","Dating/marriage, Gender issues",Standardized separators/case/order/exact labels
1954860355793953085,Q3,normalized multi-select formatting,"Commentary/reaction content, interview/conversational content","Interview/conversational content, Commentary/reaction content",Standardized separators/case/order/exact labels
1954860355793953085,Q7,normalized multi-select formatting,"Men need to dominate/lead, other","Men need to dominate/lead, Other",Standardized separators/case/order/exact labels
1954860355793953085,Q8,normalized multi-select formatting,"Women/feminism, men's behavior, other","Women/feminism, Men's behavior, Other",Standardized separators/case/order/exact labels
1954860355793953085,Q10,normalized multi-select formatting,"Commentary/opinion, advice/instruction","Advice/instruction, Commentary/opinion",Standardized separators/case/order/exact labels
1954860355793953085,Q11,normalized multi-select formatting,"Entertainment/escapism, self expression/identity construction","Entertainment/escapism, Self expression/identity construction",Standardized separators/case/order/exact labels
1954860355793953085,Q12,normalized multi-select formatting,"Generalizations about men/women, moral/religious claims","Generalizations about men/women, Moral/religious claims",Standardized separators/case/order/exact labels
1954860355793953085,Q13,normalized multi-select formatting,"Presented as common sense, references religion/tradition, other","Presented as common sense, References religion/tradition, Other",Standardized separators/case/order/exact labels
1954860355793953085,Q18A,normalized multi-select formatting,"Calls for men to follow more traditional gender norms, calls for women to follow more traditional gender norms","Calls for men to follow more traditional gender norms, Calls for women to follow more traditional gender norms",Standardized separators/case/order/exact labels
1954860355793953085,Q8A,shortened other specify,Low value women and men not understanding the natural order of the world.,Low value women and men,Prompt requests 1-5 words
1973440936542720469,Q2,normalized multi-select formatting,"Dating/marriage, gender issues","Dating/marriage, Gender issues",Standardized separators/case/order/exact labels
1973440936542720469,Q3,normalized multi-select formatting,"Commentary/reaction content, motivational/self-help content","Motivational/self-help content, Commentary/reaction content",Standardized separators/case/order/exact labels
1973440936542720469,Q7,normalized multi-select formatting,"Men need to dominate/lead, other","Men need to dominate/lead, Other",Standardized separators/case/order/exact labels
1973440936542720469,Q10,normalized multi-select formatting,"Commentary/opinion, advice/instruction","Advice/instruction, Commentary/opinion",Standardized separators/case/order/exact labels
1973440936542720469,Q11,normalized multi-select formatting,"Entertainment/escapism, self expression/identity construction","Entertainment/escapism, Self expression/identity construction",Standardized separators/case/order/exact labels
1973440936542720469,Q18A,normalized multi-select formatting,"Calls for men to follow more traditional gender norms, other","Calls for men to follow more traditional gender norms, Other",Standardized separators/case/order/exact labels
1973440936542720469,Q7A,shortened other specify,Men shoud ignore women starting drama,Men shoud ignore women starting,Prompt requests 1-5 words
1973440936542720469,Q18B,shortened other specify,Calls for men to stay hard and stay stoic when dealing with women being dramatic.,Calls for men to stay,Prompt requests 1-5 words
2035235206035034470,Q3,normalized multi-select formatting,"Commentary/reaction content, motivational/self-help content","Motivational/self-help content, Commentary/reaction content",Standardized separators/case/order/exact labels
2035235206035034470,Q10,normalized multi-select formatting,"Commentary/opinion, advice/instruction","Advice/instruction, Commentary/opinion",Standardized separators/case/order/exact labels
2035235206035034470,Q11,normalized multi-select formatting,"Entertainment/escapism, self expression/identity construction","Entertainment/escapism, Self expression/identity construction",Standardized separators/case/order/exact labels
2035235206035034470,Q7A,shortened other specify,Men need to prepare for fatherhood,Men need to prepare for,Prompt requests 1-5 words
2035235206035034470,Q9A,shortened other specify,Men can prepare for fatherhood by owning land,Men can prepare for fatherhood,Prompt requests 1-5 words
2035333355189747989,Q2,normalized multi-select formatting,"Dating/marriage, gender issues","Dating/marriage, Gender issues",Standardized separators/case/order/exact labels
2035333355189747989,Q3,normalized multi-select formatting,"Commentary/reaction content, motivational/self-help content","Motivational/self-help content, Commentary/reaction content",Standardized separators/case/order/exact labels
2035333355189747989,Q10,normalized multi-select formatting,"Commentary/opinion, advice/instruction","Advice/instruction, Commentary/opinion",Standardized separators/case/order/exact labels
2035333355189747989,Q11,normalized multi-select formatting,"Entertainment/escapism, self expression/identity construction","Entertainment/escapism, Self expression/identity construction",Standardized separators/case/order/exact labels
2035333355189747989,Q18A,normalized multi-select formatting,"Calls for men to follow more traditional gender norms, other","Calls for men to follow more traditional gender norms, Other",Standardized separators/case/order/exact labels
2035333355189747989,Q7A,shortened other specify,Dump the woman that asks for a wedding.,Dump the woman that asks,Prompt requests 1-5 words
2035333355189747989,Q9A,shortened other specify,Leave women that want dramatic or performative things like weddings,Leave women that want dramatic,Prompt requests 1-5 words
2035333355189747989,Q18B,shortened other specify,Calls for men to leave women that ask for weddings.,Calls for men to leave,Prompt requests 1-5 words
EDDY-012,Q8,remaining invalid multi value,Kenyan Cultural Problems,Kenyan Cultural Problems,Not an exact prompt option
EDDY-034,Q8,remaining invalid multi value,Kenyan Cultural Problems,Kenyan Cultural Problems,Not an exact prompt option
EDDY-040,Q8,remaining invalid multi value,Kenyan Cultural Problems,Kenyan Cultural Problems,Not an exact prompt option
EDDY-052,Q8,remaining invalid multi value,Kenyan Cultural Problems,Kenyan Cultural Problems,Not an exact prompt option
RIX-007,Q8,remaining invalid multi value,Kenyan Cultural Problems,Kenyan Cultural Problems,Not an exact prompt option
RIX-009,Q2,remaining invalid multi value,Corruption,Corruption,Not an exact prompt option
RIX-009,Q2,remaining invalid multi value,Family Trauma,Family Trauma,Not an exact prompt option
RIX-009,Q8,remaining invalid multi value,Kenyan Cultural Problems,Kenyan Cultural Problems,Not an exact prompt option
RIX-028,Q8,remaining invalid multi value,Kenyan Social,Kenyan Social,Not an exact prompt option
RIX-028,Q3,remaining invalid multi value,Self-help Content,Self-help Content,Not an exact prompt option
RIX-072,Q8,remaining invalid multi value,Kenyan Cultural Problems,Kenyan Cultural Problems,Not an exact prompt option
RIX-082,Q8,remaining invalid multi value,Kenyan Cultural Problems,Kenyan Cultural Problems,Not an exact prompt option
RIX-088,Q8,remaining invalid multi value,Kenyan Cultural Problems,Kenyan Cultural Problems,Not an exact prompt option
PHIL-001,Q8,remaining invalid multi value,Kenyan Cultural Problems,Kenyan Cultural Problems,Not an exact prompt option
PHIL-002,Q8,remaining invalid multi value,Kenyan Cultural Problems,Kenyan Cultural Problems,Not an exact prompt option
PHIL-005,Q2,remaining invalid multi value,Corruption,Corruption,Not an exact prompt option
PHIL-005,Q8,remaining invalid multi value,Kenyan Cultural Problems,Kenyan Cultural Problems,Not an exact prompt option
PHIL-035,Q8,remaining invalid multi value,Kenyan Cultural Problems,Kenyan Cultural Problems,Not an exact prompt option
PHIL-036,Q2,remaining invalid multi value,Corruption,Corruption,Not an exact prompt option
PHIL-036,Q8,remaining invalid multi value,Kenyan Cultural Problems,Kenyan Cultural Problems,Not an exact prompt option
KIBE-001,Q8,remaining invalid multi value,Kenyan Cultural Problems,Kenyan Cultural Problems,Not an exact prompt option
