file,comment_number,decision,reason,starting_text,comment_text
tweet_i_wonder_how_some_men_are_satisfied_with_just_one_woman.csv,29,Keep,Related to the piece and/or scope; usable for audience reception coding.,"Car-enthusiast actually love  vintage cars .As for Surwali-thusiasts like you, it's a story for another day","Car-enthusiast actually love  vintage cars .As for Surwali-thusiasts like you, it's a story for another day"
tweet_i_wonder_how_some_men_are_satisfied_with_just_one_woman.csv,30,Keep,Related to the piece and/or scope; usable for audience reception coding.,"Exclusive partnership,availability and reciprocity is common in such setups. |  | I endorse them 💯","Exclusive partnership,availability and reciprocity is common in such setups. |  | I endorse them 💯"
tweet_i_wonder_how_some_men_are_satisfied_with_just_one_woman.csv,31,Keep,Related to the piece and/or scope; usable for audience reception coding.,People like kibe are damaged beyond repair. So they're coming to influence weak minds here. Misery loves company.,People like kibe are damaged beyond repair. So they're coming to influence weak minds here. Misery loves company.
tweet_i_wonder_how_some_men_are_satisfied_with_just_one_woman.csv,32,Keep,Related to the piece and/or scope; usable for audience reception coding.,You are either a woman or feminine,You are either a woman or feminine
tweet_i_wonder_how_some_men_are_satisfied_with_just_one_woman.csv,33,Keep,Related to the piece and/or scope; usable for audience reception coding.,It's not comparing women to cars it's completely women to some expensive shiet?,It's not comparing women to cars it's completely women to some expensive shiet?
tweet_i_wonder_how_some_men_are_satisfied_with_just_one_woman.csv,34,Keep,Related to the piece and/or scope; usable for audience reception coding.,"""spiritual""is a myth otherwise have slept with many ,,,, probably with Good or bad spirits but my life is progressing on well🫴.....( You are very religious that's why I believe tha","""spiritual""is a myth otherwise have slept with many ,,,, probably with Good or bad spirits but my life is progressing on well🫴.....( You are very religious that's why I believe that)......in the past African men where polygamous until colonisation 🫴"
tweet_i_wonder_how_some_men_are_satisfied_with_just_one_woman.csv,35,Keep,Related to the piece and/or scope; usable for audience reception coding.,"By pooling emotional and financial capital with one high-value woman, a man creates a ""Synergistic Compound"" that accelerates wealth creation.  | A car is a tool you drive; a wife ","By pooling emotional and financial capital with one high-value woman, a man creates a ""Synergistic Compound"" that accelerates wealth creation.  | A car is a tool you drive; a wife is a partner you build with."
tweet_i_wonder_how_some_men_are_satisfied_with_just_one_woman.csv,36,Keep,Related to the piece and/or scope; usable for audience reception coding.,"Health wise broh ,sio kupita na kila mtu,apart from echaivi kuna herpes ,sio eti nini bit soko ndio chafu","Health wise broh ,sio kupita na kila mtu,apart from echaivi kuna herpes ,sio eti nini bit soko ndio chafu"
tweet_i_wonder_how_some_men_are_satisfied_with_just_one_woman.csv,37,Keep,Related to the piece and/or scope; usable for audience reception coding.,Men who follow Kifee are lambistic and puny just like him,Men who follow Kifee are lambistic and puny just like him
tweet_i_wonder_how_some_men_are_satisfied_with_just_one_woman.csv,38,Keep,Related to the piece and/or scope; usable for audience reception coding.,"Yeah until your fun days are over, age reduces your movement to atound house and you're not fun 😒 anymore.  | You be sitting alone and hating the living coz you be dead waiting for","Yeah until your fun days are over, age reduces your movement to atound house and you're not fun 😒 anymore.  | You be sitting alone and hating the living coz you be dead waiting for your death day. Angel of death is patient with this type. It is fucked up if you are broke."
tweet_i_wonder_how_some_men_are_satisfied_with_just_one_woman.csv,39,Keep,Related to the piece and/or scope; usable for audience reception coding.,This has nothing to do with love,This has nothing to do with love
tweet_i_wonder_how_some_men_are_satisfied_with_just_one_woman.csv,40,Remove,Joke/teasing response; not enough substance for scope.,"😂😂😂,huyu heartbreak inaeza muua aki.","😂😂😂,huyu heartbreak inaeza muua aki."
tweet_i_wonder_how_some_men_are_satisfied_with_just_one_woman.csv,41,Keep,Related to the piece and/or scope; usable for audience reception coding.,"What is ""true love""","What is ""true love"""
tweet_i_wonder_how_some_men_are_satisfied_with_just_one_woman.csv,42,Keep,Related to the piece and/or scope; usable for audience reception coding.,"So you can have a favourite parent, child, cousin, auntie, uncle, niece & nephew but cars and women is where you draw the line ...you must have 1 to cherish it...I wanda 🚮","So you can have a favourite parent, child, cousin, auntie, uncle, niece & nephew but cars and women is where you draw the line ...you must have 1 to cherish it...I wanda 🚮"
tweet_i_wonder_how_some_men_are_satisfied_with_just_one_woman.csv,43,Borderline,Short analogy response; related but thin.,"Hallo if you love shoes ,,bro gotta have  a collection","Hallo if you love shoes ,,bro gotta have  a collection"
tweet_i_wonder_how_some_men_are_satisfied_with_just_one_woman.csv,44,Keep,Related to the piece and/or scope; usable for audience reception coding.,Women are not cars,Women are not cars
tweet_i_wonder_how_some_men_are_satisfied_with_just_one_woman.csv,45,Keep,Related to the piece and/or scope; usable for audience reception coding.,"Monogamy is often just a fancy word for ""lack of options."" |  | If you have the drive to own the fleet, the estate, and the empire, why would you stop at the shoreline of your pers","Monogamy is often just a fancy word for ""lack of options."" |  | If you have the drive to own the fleet, the estate, and the empire, why would you stop at the shoreline of your personal life? |  | Top G’s don’t settle for ""just one"" of anything. G’s lead circles not lines."
tweet_i_wonder_how_some_men_are_satisfied_with_just_one_woman.csv,46,Keep,Related to the piece and/or scope; usable for audience reception coding.,Women are not cars so your line of reasoning is already questionable. | Lakini anto daher adek tatu.,Women are not cars so your line of reasoning is already questionable. | Lakini anto daher adek tatu.
tweet_i_wonder_how_some_men_are_satisfied_with_just_one_woman.csv,47,Keep,Related to the piece and/or scope; usable for audience reception coding.,We exist. Those with only one Woman.,We exist. Those with only one Woman.
tweet_i_wonder_how_some_men_are_satisfied_with_just_one_woman.csv,48,Borderline,Short/ambiguous gender comment; limited coding value.,Some people don't even choose women bana,Some people don't even choose women bana
tweet_i_wonder_how_some_men_are_satisfied_with_just_one_woman.csv,49,Keep,Related to the piece and/or scope; usable for audience reception coding.,"Agreed. Even the men in the Bible had one mission, to serve their higher purpose. Abraham, Issac, Jacob had 3+ wives. That's how they multiplied faster. Modern man is serving a wom","Agreed. Even the men in the Bible had one mission, to serve their higher purpose. Abraham, Issac, Jacob had 3+ wives. That's how they multiplied faster. Modern man is serving a woman, giving power to the wrong purpose. I'l be marrying 3 wives , several hot side chicks too"
